ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,ORDERDATETIME,DELIVERYDATETIME,STATUS,PRODUCTLINE,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,Sales
10266,44,100,14,25-06-2014 01:42,26-06-2014 15:07,Shipped,Classic Cars,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Large,4400
10276,50,100,3,23-12-2015 23:51,26-12-2015 19:53,Shipped,Classic Cars,Brickhaven,MA,58339,USA,NA,Barajas,Miguel,Large,5000
10287,21,100,12,02-02-2016 23:52,03-02-2016 12:41,Shipped,Classic Cars,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium,2100
10300,33,100,5,17-12-2015 00:58,17-12-2015 18:19,Shipped,Classic Cars,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Medium,3300
10310,33,100,10,25-09-2013 00:11,27-09-2013 19:54,Shipped,Classic Cars,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Medium,3300
10320,31,100,3,15-12-2012 00:10,16-12-2012 19:28,Shipped,Classic Cars,Lule,,S-958 22,Sweden,EMEA,Berglund,Christina,Medium,3100
10329,41,71.47,5,19-03-2015 00:27,20-03-2015 23:36,Shipped,Classic Cars,NYC,NY,10022,USA,NA,Yu,Kwai,Small,2930.27
10341,45,79.65,2,03-05-2013 01:32,04-05-2013 16:45,Shipped,Classic Cars,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Medium,3584.25
10363,33,85.39,3,30-06-2014 23:33,02-07-2014 15:30,Shipped,Classic Cars,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Small,2817.87
10375,45,76,7,01-10-2013 01:43,01-10-2013 23:31,Shipped,Classic Cars,Nantes,,44000,France,EMEA,Labrune,Janine,Medium,3420
10389,26,99.04,4,02-07-2013 22:41,04-07-2013 05:09,Shipped,Classic Cars,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Small,2575.04
10419,12,100,13,16-05-2014 00:44,17-05-2014 15:42,Shipped,Classic Cars,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Small,1200
10105,41,100,15,28-02-2014 00:53,01-03-2014 21:49,Shipped,Classic Cars,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Large,4100
10117,33,100,9,15-02-2013 23:57,17-02-2013 05:35,Shipped,Classic Cars,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium,3300
10127,46,100,2,11-04-2016 00:36,12-04-2016 08:44,Shipped,Classic Cars,NYC,NY,10022,USA,NA,Young,Jeff,Large,4600
10142,33,100,12,12-09-2013 00:12,14-09-2013 23:48,Shipped,Classic Cars,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Large,3300
10153,20,100,11,25-11-2014 01:04,25-11-2014 07:56,Shipped,Classic Cars,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,2000
10165,44,100,3,16-05-2013 01:11,17-05-2013 12:32,Shipped,Classic Cars,Singapore,,79903,Singapore,Japan,Natividad,Eric,Large,4400
10176,33,100,2,11-07-2012 00:15,11-07-2012 14:52,Shipped,Classic Cars,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Large,3300
10185,21,100,13,19-04-2014 23:47,22-04-2014 21:30,Shipped,Classic Cars,New Bedford,MA,50553,USA,NA,Tam,Wing C,Medium,2100
10196,47,100,5,11-02-2014 00:50,13-02-2014 00:41,Shipped,Classic Cars,New Haven,CT,97823,USA,NA,Murphy,Leslie,Large,4700
10208,46,100,13,11-02-2015 01:24,12-02-2015 00:14,Shipped,Classic Cars,Lyon,,69004,France,EMEA,Saveley,Mary,Large,4600
10220,32,100,2,18-08-2013 00:09,19-08-2013 01:43,Shipped,Classic Cars,Dublin,,2,Ireland,EMEA,Cassidy,Dean,Large,3200
10231,42,100,2,03-02-2014 22:55,04-02-2014 01:46,Shipped,Classic Cars,Madrid,,28023,Spain,EMEA,Fernandez,Jesus,Large,4200
10247,44,100,2,17-10-2016 00:00,18-10-2016 11:16,Shipped,Classic Cars,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Large,4400
10272,35,100,2,31-07-2013 01:10,01-08-2013 14:46,Shipped,Classic Cars,Allentown,PA,70267,USA,NA,Yu,Kyung,Medium,3500
10282,41,100,5,18-05-2013 23:38,19-05-2013 17:33,Shipped,Classic Cars,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Large,4100
10293,46,100,8,21-10-2013 01:15,22-10-2013 19:59,Shipped,Classic Cars,Torino,,10100,Italy,EMEA,Accorti,Paolo,Large,4600
10306,31,100,13,29-07-2012 23:31,01-08-2012 10:15,Shipped,Classic Cars,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium,3100
10314,38,100,5,02-10-2013 00:49,02-10-2013 01:23,Shipped,Classic Cars,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Large,3800
10325,42,64,8,17-05-2014 01:21,18-05-2014 19:32,Shipped,Classic Cars,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Small,2688
10336,33,57.22,10,08-03-2013 02:00,09-03-2013 04:29,Shipped,Classic Cars,Paris,,75012,France,EMEA,Bertrand,Marie,Small,1888.26
10348,48,52.36,8,11-01-2015 01:46,13-01-2015 09:59,Shipped,Classic Cars,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Small,2513.28
10359,42,100,8,14-02-2014 01:03,16-02-2014 10:43,Shipped,Classic Cars,Reims,,51100,France,EMEA,Henriot,Paul,Medium,4200
10371,32,100,6,19-08-2013 01:19,19-08-2013 09:00,Shipped,Classic Cars,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,3200
10382,34,100,10,02-08-2012 00:13,04-08-2012 21:34,Shipped,Classic Cars,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,3400
10395,33,69.12,1,15-05-2014 02:07,16-05-2014 09:01,Shipped,Classic Cars,Paris,,75508,France,EMEA,Da Cunha,Daniel,Small,2280.96
10413,36,100,2,24-02-2013 01:46,24-02-2013 06:02,Shipped,Classic Cars,Bridgewater,CT,97562,USA,NA,King,Julie,Large,3600
10103,27,100,8,03-05-2012 00:22,05-05-2012 16:50,Shipped,Trucks and Buses,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Medium,2700
10113,21,100,2,09-12-2016 23:20,12-12-2016 12:19,Shipped,Trucks and Buses,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,2100
10126,21,100,8,15-01-2012 01:37,17-01-2012 11:14,Shipped,Trucks and Buses,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Small,2100
10140,38,100,8,10-04-2016 23:39,13-04-2016 22:40,Shipped,Trucks and Buses,Burlingame,CA,94217,USA,NA,Hirano,Juri,Medium,3800
10150,30,100,5,20-01-2013 23:29,21-01-2013 03:44,Shipped,Trucks and Buses,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium,3000
10164,49,100,6,24-05-2015 01:59,26-05-2015 17:28,Resolved,Trucks and Buses,Graz,,8010,Austria,EMEA,Mendel,Roland,Medium,4900
10174,43,100,1,23-01-2013 23:24,24-01-2013 10:17,Shipped,Trucks and Buses,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Medium,4300
10183,41,100,5,20-04-2014 01:03,21-04-2014 16:22,Shipped,Trucks and Buses,Philadelphia,PA,71270,USA,NA,Cervantes,Francisca,Medium,4100
10194,38,100,8,12-08-2012 01:29,12-08-2012 01:40,Shipped,Trucks and Buses,Lyon,,69004,France,EMEA,Saveley,Mary,Medium,3800
10206,28,100,3,04-07-2016 00:11,05-07-2016 19:46,Shipped,Trucks and Buses,Vancouver,BC,V3F 2K1,Canada,NA,Tannamuri,Yoshi,Medium,2800
10216,43,100,1,20-06-2016 22:41,22-06-2016 03:13,Shipped,Trucks and Buses,Versailles,,78000,France,EMEA,Tonini,Daniel,Medium,4300
10229,25,100,13,28-10-2013 23:21,30-10-2013 15:42,Shipped,Trucks and Buses,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,2500
10245,38,100,6,17-11-2014 22:50,20-11-2014 21:16,Shipped,Trucks and Buses,New Haven,CT,97823,USA,NA,Murphy,Leslie,Medium,3800
10258,41,100,3,10-10-2013 00:55,12-10-2013 23:37,Shipped,Trucks and Buses,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Medium,4100
10270,28,100,6,14-01-2014 00:27,14-01-2014 20:15,Shipped,Trucks and Buses,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium,2800
10281,25,100,13,20-03-2014 23:28,21-03-2014 08:43,Shipped,Trucks and Buses,Allentown,PA,70267,USA,NA,Yu,Kyung,Small,2500
10291,41,100,8,01-11-2013 23:36,02-11-2013 13:56,Shipped,Trucks and Buses,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium,4100
10304,39,100,3,26-03-2013 00:34,28-03-2013 18:32,Shipped,Trucks and Buses,Versailles,,78000,France,EMEA,Tonini,Daniel,Medium,3900
10313,21,100,11,24-11-2015 00:54,24-11-2015 07:19,Shipped,Trucks and Buses,Vancouver,BC,V3F 2K1,Canada,NA,Tannamuri,Yoshi,Small,2100
10322,27,100,9,29-05-2013 02:00,29-05-2013 08:01,Shipped,Trucks and Buses,Nashua,NH,62005,USA,NA,Young,Valarie,Medium,2700
10333,33,99.21,6,14-05-2014 00:29,15-05-2014 05:29,Shipped,Trucks and Buses,San Francisco,CA,,USA,NA,Murphy,Julie,Medium,3273.93
10347,29,100,3,06-06-2014 23:15,07-06-2014 19:34,Shipped,Trucks and Buses,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium,2900
10357,49,100,8,06-11-2013 01:04,08-11-2013 04:17,Shipped,Trucks and Buses,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,4900
10370,49,100,8,06-12-2013 00:58,06-12-2013 16:32,Shipped,Trucks and Buses,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Large,4900
10381,20,100,1,22-06-2012 00:48,24-06-2012 01:12,Shipped,Trucks and Buses,San Francisco,CA,,USA,NA,Brown,Julie,Small,2000
10391,39,63.2,9,21-05-2012 00:49,21-05-2012 17:50,Shipped,Trucks and Buses,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,2464.8
10411,40,100,6,23-12-2016 23:22,24-12-2016 00:45,Shipped,Trucks and Buses,Montreal,Quebec,H1J 1C3,Canada,NA,Fresnisre,Jean,Medium,4000
10424,49,100,3,09-02-2013 00:50,11-02-2013 18:00,In Process,Trucks and Buses,Madrid,,28034,Spain,EMEA,Freyre,Diego,Large,4900
10107,21,100,1,29-11-2015 00:34,30-11-2015 01:19,Shipped,Motorcycles,NYC,NY,10022,USA,NA,Yu,Kwai,Medium,2100
10121,50,100,4,31-05-2015 00:16,31-05-2015 15:55,Shipped,Motorcycles,Reims,,51100,France,EMEA,Henriot,Paul,Large,5000
10134,20,100,1,21-05-2012 00:35,21-05-2012 10:29,Shipped,Motorcycles,Paris,,75508,France,EMEA,Da Cunha,Daniel,Small,2000
10145,49,100,5,02-12-2013 00:35,04-12-2013 20:32,Shipped,Motorcycles,Pasadena,CA,90003,USA,NA,Young,Julie,Large,4900
10159,38,100,13,04-07-2015 00:54,05-07-2015 03:06,Shipped,Motorcycles,San Francisco,CA,,USA,NA,Brown,Julie,Medium,3800
10169,35,100,13,16-01-2013 00:57,18-01-2013 05:05,Shipped,Motorcycles,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium,3500
10180,40,100,8,11-11-2015 00:50,11-11-2015 11:47,Shipped,Motorcycles,Lille,,59000,France,EMEA,Rance,Martine,Medium,4000
10189,28,100,1,09-05-2014 23:56,12-05-2014 16:33,Shipped,Motorcycles,Pasadena,CA,90003,USA,NA,Young,Julie,Medium,2800
10201,25,100,1,02-07-2014 23:42,05-07-2014 04:33,Shipped,Motorcycles,San Francisco,CA,,USA,NA,Murphy,Julie,Medium,2500
10211,36,100,13,22-08-2015 00:18,22-08-2015 08:47,Shipped,Motorcycles,Paris,,75016,France,EMEA,Perrier,Dominique,Medium,3600
10224,43,100,6,17-01-2016 00:51,19-01-2016 22:34,Shipped,Motorcycles,Lille,,59000,France,EMEA,Rance,Martine,Medium,4300
10237,32,100,6,22-02-2015 00:22,24-02-2015 05:35,Shipped,Motorcycles,NYC,NY,10022,USA,NA,Frick,Michael,Medium,3200
10251,46,100,1,24-02-2016 00:55,24-02-2016 22:24,Shipped,Motorcycles,Newark,NJ,94019,USA,NA,Brown,William,Large,4600
10263,48,100,1,24-11-2016 23:28,27-11-2016 15:22,Shipped,Motorcycles,Bridgewater,CT,97562,USA,NA,King,Julie,Medium,4800
10276,43,100,14,01-03-2016 23:52,02-03-2016 03:40,Shipped,Motorcycles,Brickhaven,MA,58339,USA,NA,Barajas,Miguel,Medium,4300
10285,49,100,5,21-11-2012 01:53,23-11-2012 06:21,Shipped,Motorcycles,Cambridge,MA,51247,USA,NA,Hernandez,Marta,Medium,4900
10299,24,100,8,13-08-2015 23:18,14-08-2015 14:19,Shipped,Motorcycles,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Medium,2400
10309,26,100,4,06-08-2015 00:44,07-08-2015 14:03,Shipped,Motorcycles,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Medium,2600
10319,30,100,9,05-08-2015 23:20,07-08-2015 19:17,Shipped,Motorcycles,NYC,NY,10022,USA,NA,Kuo,Kee,Medium,3000
10329,24,100,6,29-04-2012 23:25,02-05-2012 08:20,Shipped,Motorcycles,NYC,NY,10022,USA,NA,Yu,Kwai,Medium,2400
10341,55,100,8,04-02-2016 01:22,06-02-2016 05:34,Shipped,Motorcycles,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Large,5500
10362,22,100,1,25-02-2016 22:36,28-02-2016 00:20,Shipped,Motorcycles,Burlingame,CA,94217,USA,NA,Hirano,Juri,Medium,2200
10375,49,78.92,13,18-05-2013 00:40,20-05-2013 04:32,Shipped,Motorcycles,Nantes,,44000,France,EMEA,Labrune,Janine,Medium,3867.08
10388,44,100,6,15-05-2014 22:35,18-05-2014 07:58,Shipped,Motorcycles,New Bedford,MA,50553,USA,NA,Benitez,Violeta,Medium,4400
10403,66,100,6,20-03-2013 00:05,21-03-2013 08:56,Shipped,Motorcycles,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Large,6600
10417,21,100,1,04-06-2013 01:54,05-06-2013 09:48,Disputed,Motorcycles,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,2100
10104,34,100,1,13-10-2014 00:33,14-10-2014 15:46,Shipped,Classic Cars,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,3400
10117,43,100,10,18-12-2016 23:01,21-12-2016 10:49,Shipped,Classic Cars,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium,4300
10127,46,100,3,16-10-2013 00:35,18-10-2013 13:55,Shipped,Classic Cars,NYC,NY,10022,USA,NA,Young,Jeff,Large,4600
10142,33,100,13,06-07-2014 00:03,08-07-2014 10:30,Shipped,Classic Cars,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,3300
10153,42,100,12,14-08-2016 23:02,16-08-2016 17:27,Shipped,Classic Cars,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,4200
10165,34,100,4,12-08-2014 00:58,14-08-2014 04:59,Shipped,Classic Cars,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium,3400
10176,47,100,3,16-04-2015 22:40,19-04-2015 13:06,Shipped,Classic Cars,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Large,4700
10185,33,100,14,08-03-2012 02:07,09-03-2012 01:36,Shipped,Classic Cars,New Bedford,MA,50553,USA,NA,Tam,Wing C,Medium,3300
10196,24,100,6,07-04-2013 01:22,08-04-2013 02:26,Shipped,Classic Cars,New Haven,CT,97823,USA,NA,Murphy,Leslie,Medium,2400
10208,26,100,14,21-10-2014 00:12,23-10-2014 20:57,Shipped,Classic Cars,Lyon,,69004,France,EMEA,Saveley,Mary,Medium,2600
10220,30,100,3,05-02-2012 23:44,06-02-2012 17:35,Shipped,Classic Cars,Dublin,,2,Ireland,EMEA,Cassidy,Dean,Medium,3000
10230,43,100,1,21-11-2013 23:01,24-11-2013 11:04,Shipped,Classic Cars,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Large,4300
10247,25,100,3,26-04-2012 23:40,28-04-2012 11:50,Shipped,Classic Cars,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Medium,2500
10272,27,100,3,17-03-2013 01:43,20-03-2013 00:42,Shipped,Classic Cars,Allentown,PA,70267,USA,NA,Yu,Kyung,Medium,2700
10282,27,100,6,02-01-2015 00:40,04-01-2015 21:01,Shipped,Classic Cars,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,2700
10293,24,100,9,06-11-2014 22:44,08-11-2014 08:40,Shipped,Classic Cars,Torino,,10100,Italy,EMEA,Accorti,Paolo,Medium,2400
10306,34,100,14,07-09-2012 01:04,08-09-2012 15:55,Shipped,Classic Cars,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium,3400
10314,46,100,6,16-02-2014 00:25,17-02-2014 17:56,Shipped,Classic Cars,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Medium,4600
10324,27,54.33,1,24-11-2014 00:08,24-11-2014 04:30,Shipped,Classic Cars,NYC,NY,10022,USA,NA,Frick,Michael,Small,1466.91
10336,33,100,11,15-01-2012 01:09,17-01-2012 15:34,Shipped,Classic Cars,Paris,,75012,France,EMEA,Bertrand,Marie,Medium,3300
10348,47,100,4,25-09-2015 01:13,26-09-2015 14:58,Shipped,Classic Cars,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Medium,4700
10358,49,55.34,5,31-08-2012 00:56,31-08-2012 23:20,Shipped,Classic Cars,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,2711.66
10372,40,100,4,03-02-2012 00:26,04-02-2012 19:15,Shipped,Classic Cars,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Medium,4000
10382,37,100,11,12-02-2013 00:44,12-02-2013 00:59,Shipped,Classic Cars,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,3700
10413,47,100,3,24-07-2013 01:23,25-07-2013 16:52,Shipped,Classic Cars,Bridgewater,CT,97562,USA,NA,King,Julie,Large,4700
10108,45,100,4,21-05-2013 00:46,22-05-2013 13:19,Shipped,Classic Cars,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Medium,4500
10122,37,99.82,8,03-12-2012 23:20,04-12-2012 00:37,Shipped,Classic Cars,Marseille,,13008,France,EMEA,Lebihan,Laurence,Medium,3693.34
10135,48,100,5,27-03-2012 01:24,27-03-2012 16:51,Shipped,Classic Cars,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,4800
10147,31,100,5,02-09-2013 00:55,04-09-2013 05:20,Shipped,Classic Cars,Brickhaven,MA,58339,USA,NA,Nelson,Allen,Medium,3100
10160,46,100,6,04-01-2013 01:45,06-01-2013 17:20,Shipped,Classic Cars,Los Angeles,CA,,USA,NA,Chandler,Michael,Medium,4600
10170,47,100,4,23-07-2013 23:39,25-07-2013 13:45,Shipped,Classic Cars,Graz,,8010,Austria,EMEA,Mendel,Roland,Medium,4700
10181,28,100,12,21-09-2015 01:13,23-09-2015 07:18,Shipped,Classic Cars,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Small,2800
10191,40,100,1,17-04-2015 01:39,17-04-2015 18:43,Shipped,Classic Cars,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Medium,4000
10203,20,100,6,03-04-2012 23:48,05-04-2012 10:25,Shipped,Classic Cars,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,2000
10212,39,100,16,28-08-2014 00:16,29-08-2014 15:53,Shipped,Classic Cars,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,3900
10225,25,99.82,7,05-08-2014 01:16,07-08-2014 14:06,Shipped,Classic Cars,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Small,2495.5
10238,29,100,1,09-10-2016 01:03,10-10-2016 07:14,Shipped,Classic Cars,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Medium,2900
10253,22,100,11,28-07-2013 00:35,28-07-2013 18:36,Cancelled,Classic Cars,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Small,2200
10266,22,100,12,08-07-2012 00:49,10-07-2012 07:35,Shipped,Classic Cars,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Small,2200
10276,47,100,1,16-01-2015 01:37,18-01-2015 02:11,Shipped,Classic Cars,Brickhaven,MA,58339,USA,NA,Barajas,Miguel,Medium,4700
10287,45,100,10,17-04-2015 00:57,17-04-2015 01:53,Shipped,Classic Cars,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium,4500
10300,29,100,3,27-07-2014 23:23,28-07-2014 09:47,Shipped,Classic Cars,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Medium,2900
10310,24,100,8,05-06-2013 00:28,07-06-2013 06:41,Shipped,Classic Cars,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Medium,2400
10320,35,100,1,26-01-2013 00:34,26-01-2013 07:19,Shipped,Classic Cars,Lule,,S-958 22,Sweden,EMEA,Berglund,Christina,Medium,3500
10329,46,83.63,13,24-09-2012 23:49,27-09-2012 13:26,Shipped,Classic Cars,NYC,NY,10022,USA,NA,Yu,Kwai,Medium,3846.98
10341,44,95.93,1,19-02-2012 23:18,22-02-2012 15:29,Shipped,Classic Cars,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Medium,4220.92
10363,34,96.73,4,19-01-2012 23:41,20-01-2012 20:39,Shipped,Classic Cars,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Medium,3288.82
10376,35,100,1,02-05-2012 00:25,02-05-2012 08:13,Shipped,Classic Cars,Glendale,CA,92561,USA,NA,Young,Leslie,Medium,3500
10389,25,72.38,6,05-01-2013 00:11,07-01-2013 11:22,Shipped,Classic Cars,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Small,1809.5
10419,10,100,11,17-07-2015 01:14,17-07-2015 20:43,Shipped,Classic Cars,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Small,1000
10105,29,100,14,13-07-2012 23:39,14-07-2012 10:28,Shipped,Classic Cars,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Medium,2900
10117,39,100,8,13-10-2013 00:00,14-10-2013 10:06,Shipped,Classic Cars,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium,3900
10127,42,100,1,17-09-2012 01:53,17-09-2012 09:42,Shipped,Classic Cars,NYC,NY,10022,USA,NA,Young,Jeff,Large,4200
10142,46,100,11,30-01-2015 22:50,31-01-2015 06:57,Shipped,Classic Cars,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Large,4600
10153,49,100,10,08-05-2014 00:53,11-05-2014 00:46,Shipped,Classic Cars,Madrid,,28034,Spain,EMEA,Freyre,Diego,Large,4900
10165,27,100,2,09-10-2012 01:28,11-10-2012 10:25,Shipped,Classic Cars,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium,2700
10176,50,100,1,06-06-2012 01:58,07-06-2012 09:28,Shipped,Classic Cars,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Large,5000
10185,43,100,12,17-03-2015 22:58,18-03-2015 13:02,Shipped,Classic Cars,New Bedford,MA,50553,USA,NA,Tam,Wing C,Large,4300
10196,38,100,4,29-11-2015 00:51,29-11-2015 19:35,Shipped,Classic Cars,New Haven,CT,97823,USA,NA,Murphy,Leslie,Large,3800
10208,20,100,12,20-11-2013 23:40,23-11-2013 12:35,Shipped,Classic Cars,Lyon,,69004,France,EMEA,Saveley,Mary,Medium,2000
10220,27,100,1,31-08-2014 22:35,03-09-2014 15:29,Shipped,Classic Cars,Dublin,,2,Ireland,EMEA,Cassidy,Dean,Medium,2700
10231,49,100,1,22-12-2014 01:24,22-12-2014 05:14,Shipped,Classic Cars,Madrid,,28023,Spain,EMEA,Fernandez,Jesus,Medium,4900
10247,27,100,1,01-11-2014 23:05,02-11-2014 22:29,Shipped,Classic Cars,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Medium,2700
10272,39,100,1,23-04-2014 00:58,25-04-2014 21:49,Shipped,Classic Cars,Allentown,PA,70267,USA,NA,Yu,Kyung,Large,3900
10282,24,100,4,15-09-2015 00:01,17-09-2015 10:07,Shipped,Classic Cars,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,2400
10293,45,100,7,06-11-2013 00:54,06-11-2013 11:26,Shipped,Classic Cars,Torino,,10100,Italy,EMEA,Accorti,Paolo,Large,4500
10306,20,100,12,20-11-2012 00:57,21-11-2012 15:13,Shipped,Classic Cars,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium,2000
10314,36,100,4,10-05-2012 00:23,10-05-2012 14:47,Shipped,Classic Cars,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Medium,3600
10325,24,100,1,01-04-2013 01:12,02-04-2013 04:06,Shipped,Classic Cars,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Small,2400
10336,49,63.38,1,10-04-2012 02:05,12-04-2012 13:28,Shipped,Classic Cars,Paris,,75012,France,EMEA,Bertrand,Marie,Medium,3105.62
10349,26,100,10,15-06-2013 00:52,15-06-2013 04:53,Shipped,Classic Cars,NYC,NY,10022,USA,NA,Young,Jeff,Medium,2600
10359,49,62.09,5,11-04-2016 01:34,13-04-2016 02:16,Shipped,Classic Cars,Reims,,51100,France,EMEA,Henriot,Paul,Medium,3042.41
10372,34,100,1,13-01-2012 00:39,15-01-2012 03:59,Shipped,Classic Cars,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Medium,3400
10382,34,95.35,12,16-07-2013 01:51,16-07-2013 06:00,Shipped,Classic Cars,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,3241.9
10396,33,100,3,26-05-2014 23:22,29-05-2014 21:09,Shipped,Classic Cars,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,3300
10413,22,100,1,12-07-2012 00:16,13-07-2012 13:14,Shipped,Classic Cars,Bridgewater,CT,97562,USA,NA,King,Julie,Medium,2200
10108,39,89.38,7,18-11-2013 23:13,19-11-2013 20:25,Shipped,Classic Cars,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Medium,3485.82
10122,32,63.84,11,05-12-2013 23:33,08-12-2013 15:49,Shipped,Classic Cars,Marseille,,13008,France,EMEA,Lebihan,Laurence,Small,2042.88
10135,24,75.01,8,27-07-2013 00:34,29-07-2013 02:36,Shipped,Classic Cars,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,1800.24
10147,21,63.84,8,15-06-2014 00:40,17-06-2014 12:45,Shipped,Classic Cars,Brickhaven,MA,58339,USA,NA,Nelson,Allen,Small,1340.64
10159,24,73.42,3,11-12-2015 23:29,13-12-2015 05:57,Shipped,Classic Cars,San Francisco,CA,,USA,NA,Brown,Julie,Small,1762.08
10169,36,63.84,3,21-03-2012 01:42,22-03-2012 22:51,Shipped,Classic Cars,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,2298.24
10181,20,81.4,15,15-03-2015 00:38,16-03-2015 21:07,Shipped,Classic Cars,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Small,1628
